@relation uracil_train_filtered_predicted

@attribute Mn_rate numeric
@attribute Untreated_rate numeric
@attribute Mn_T- numeric
@attribute Mn_-A numeric
@attribute Mn_-G numeric
@attribute Mn_-C numeric
@attribute Mn_TA numeric
@attribute Mn_TG numeric
@attribute Mn_TC numeric
@attribute TA numeric
@attribute TG numeric
@attribute TC numeric
@attribute 'prediction margin' numeric
@attribute 'predicted Modifications' {none,pU,Um}
@attribute Modifications {none,pU,Um}

@data
0.004303,0.000231,0.018579,0.010617,0.002654,0.009555,0.323273,0.164556,0.436339,0.317177,0.024398,0.463567,1,none,?
0.006819,0.000298,0,0.001632,0.005548,0.001958,0.369455,0.224545,0.360969,0.339782,0.199872,0.439718,1,none,?
0.003054,0.000268,0.000678,0.00339,0,0.002034,0.307835,0.153239,0.48684,0.312135,0.332944,0.353753,1,none,?
0.005895,0.000362,0.001378,0.002068,0.000345,0.011372,0.294298,0.140946,0.472462,0.303189,0.106116,0.257711,1,none,?
0.004543,0.000245,0.004536,0.002016,0.00252,0.003024,0.184463,0.240407,0.436463,0.289872,0.052704,0.606096,1,none,?
0.009088,0.000367,0,0.001495,0.000498,0.001744,0.499369,0.161473,0.281581,0.327462,0.291078,0.363847,1,none,?
0.00509,0.000434,0.001278,0.000852,0.005537,0.003407,0.229564,0.250433,0.436981,0.323856,0.029441,0.60355,1,none,?
0.002537,0.000313,0.004931,0.024656,0.001644,0.005753,0.239982,0.134784,0.44298,0.203992,0.061198,0.428384,1,none,?
0.005538,0.00029,0.006255,0.005473,0.102814,0.009773,0.239247,0.147379,0.43862,0.170981,0.024426,0.244259,1,none,?
0.00591,0.000379,0.003727,0.004555,0.001242,0.007454,0.255083,0.125057,0.557374,0.413091,0.065225,0.478316,1,none,?
0.006585,0.000408,0.00685,0.001027,0,0.004795,0.265079,0.098291,0.576392,0.307538,0.019221,0.538191,1,none,?
0.003159,0.000166,0.003725,0.094627,0,0.00149,0.391175,0.110274,0.341254,0,0.052665,0.789969,1,none,?
0.002088,0.000151,0.00222,0.016648,0,0.007769,0.180912,0.127638,0.594902,0.588564,0,0.411994,1,none,?
0.004272,0.000359,0.012967,0.00054,0,0.004322,0.24206,0.158311,0.549497,0.460915,0.179245,0.307277,1,none,?
0.005151,0.000363,0.010742,0.000934,0.001868,0.003269,0.268551,0.265282,0.405862,0.447729,0.105348,0.368718,1,none,?
0.005837,0.000259,0.000433,0.000433,0.001732,0.003896,0.278801,0.216893,0.368848,0.27967,0.119859,0.479434,1,none,?
0.002794,0.000287,0.00341,0.005968,0.005115,0.005968,0.305213,0.17051,0.444178,0.516818,0,0.482364,1,none,?
0.006377,0.000377,0.004535,0.000378,0.001512,0.00189,0.388512,0.238851,0.335601,0.472448,0.083373,0.361284,1,none,?
0.00373,0.000387,0.0031,0.009299,0,0.00496,0.252938,0.300053,0.371347,0.3951,0.18438,0.18438,1,none,?
0.009175,0.000526,0.006111,0.000611,0.007333,0.002139,0.34985,0.301268,0.286907,0.250094,0.275104,0.375141,1,none,?
0.005959,0.000355,0.002327,0.000388,0.008919,0.001163,0.333873,0.283075,0.321852,0.351009,0.081002,0.567015,1,none,?
0.004647,0.00055,0.009542,0.001431,0.007157,0.001431,0.250965,0.236652,0.447539,0.29986,0.099953,0.566401,1,none,?
0.005261,0.000339,0.001335,0,0.002669,0.00089,0.346526,0.301153,0.286474,0.12125,0.151562,0.636561,1,none,?
0.003432,0.000243,0.00812,0.00812,0.000625,0.006871,0.367296,0.119933,0.447252,0.400259,0.040026,0.480311,1,none,?
0.003107,0.000463,0,0.005785,0.001285,0.006427,0.314942,0.12919,0.50455,0.260174,0.080054,0.620416,1,none,?
0.008161,0.000465,0.002911,0.002329,0.01572,0.00262,0.297804,0.273642,0.378732,0.236681,0.157787,0.578554,1,none,?
0.006466,0.000452,0.025258,0.006476,0.000648,0.003238,0.336769,0.163527,0.353932,0.081135,0.16227,0.32454,1,none,?
0.002985,0.000109,0,0.035125,0.012397,0.015152,0.272734,0.122593,0.370533,0.111069,0,0.666415,1,none,?
0.006371,0.000363,0,0.001035,0.007247,0.003106,0.329558,0.282971,0.323691,0.09087,0.136305,0.636091,1,none,?
0.008369,0.000314,0.001314,0,0.002103,0.000789,0.333075,0.23055,0.318091,0.263065,0.368291,0.368291,1,none,?
0.003533,0.000298,0.002472,0.001854,0.004944,0.00927,0.240405,0.236697,0.460416,0.352972,0.058829,0.529458,1,none,?
0.003042,0.000244,0.002764,0.011748,0.001382,0.005528,0.280571,0.144432,0.507239,0.500541,0.071506,0.429035,1,none,?
0.003749,0.000381,0.28398,0.000561,0,0.000561,0.308674,0.12852,0.250867,0.099999,0,0.649993,1,none,?
0.005184,0.000246,0,0.028842,0.008692,0.01936,0.380479,0.173843,0.346105,0.2312,0.2312,0.539467,1,none,?
0.006516,0.000188,0,0.026316,0.001224,0.003366,0.339045,0.193084,0.396879,0.19966,0.19966,0.598981,1,none,?
0.003622,0.000186,0,0.023434,0.167308,0.00436,0.229436,0.12589,0.418544,0.300629,0,0.701467,1,none,?
0.003011,0.000166,0.004412,0.00126,0.00126,0.00126,0.351662,0.177722,0.409012,0.443307,0,0.554134,1,none,?
0.002994,0.000205,0.010356,0.028849,0.001479,0.001479,0.413502,0.147943,0.337311,0.250182,0,0.625455,1,none,?
0.005598,0.000434,0.000787,0.001181,0.023219,0.004329,0.257767,0.261703,0.389996,0.18768,0.18768,0.25024,1,none,?
0.009501,0.000545,0.002815,0.001971,0.001689,0.001971,0.586425,0.153433,0.210584,0.214278,0.71426,0.071426,-0.873686,pU,?
0.006339,0.000099,0.014251,0.000348,0,0,0.356625,0.136602,0.457426,0,0,0.997762,1,none,?
0.002335,0.000191,0,0.010083,0.001833,0.004583,0.24748,0.174153,0.501377,0,0,1.002189,1,none,?
0.002069,0.000255,0.002051,0.00718,0,0.004103,0.25847,0.162056,0.542582,0.623957,0,0.374374,1,none,?
0.004876,0.000329,0.00675,0.00045,0,0.00135,0.319949,0.16065,0.492749,0.500249,0.10005,0.400199,1,none,?
0.005772,0.000425,0,0.006422,0.002267,0.005289,0.47184,0.137888,0.319975,0.153918,0,0.615671,-0.905015,pU,?
0.004505,0.00048,0.000545,0.000545,0.001634,0.004357,0.148151,0.471687,0.337697,0.23096,0.307946,0.461919,1,none,?
0.003317,0.00017,0.019928,0.00427,0.000712,0.005694,0.432722,0.133802,0.356569,0.600138,0,0.400092,1,none,?
0.007082,0.000399,0.011512,0.001919,0,0.002302,0.485049,0.174986,0.30047,0.300188,0.100063,0.500313,1,none,?
0.004076,0.000155,0,0.045814,0.003927,0.013744,0.501333,0.098172,0.284045,0.250801,0,0.752404,-0.837458,pU,?
0.003585,0.000148,0.001461,0.018261,0.003652,0.021182,0.249075,0.186989,0.47989,0.250659,0.250659,0.501317,1,none,?
0.005875,0.000239,0.000411,0.000411,0,0.001644,0.494433,0.138096,0.332499,0.570352,0.142588,0.285176,1,none,?
0.004435,0.000164,0.004231,0.001587,0,0.000529,0.362281,0.153903,0.450075,0.401076,0,0.601614,1,none,?
0.003585,0.000363,0,0.031598,0.001317,0.003291,0.495036,0.109935,0.300181,0.454531,0,0.545437,0.986289,none,?
0.004294,0.0003,0.003185,0.003185,0.00637,0.003822,0.241417,0.250972,0.455443,0.249875,0,0.749625,1,none,?
0.007983,0.00016,0.008261,0.002155,0,0.000718,0.460102,0.193595,0.292008,0,0.997685,0,0.999993,none,?
0.003371,0.000244,0,0.034148,0.002627,0.009632,0.442178,0.105072,0.342359,0.333227,0,0.666454,0.956112,none,?
0.007725,0.00022,0.005409,0.001014,0.001352,0.005409,0.445557,0.192692,0.317772,0.333171,0.166586,0.499757,1,none,?
0.003829,0.000074,0,0.004164,0.004858,0.01041,0.25885,0.235949,0.438587,0,0,1.004834,1,none,?
0.002889,0.000103,0.008857,0.021257,0.000886,0.003543,0.31974,0.113371,0.35694,0.667864,0,0.333932,1,none,?
0.00242,0.000201,0,0.013389,0.00206,0.00721,0.20187,0.114324,0.475836,0.333711,0,0.500566,1,none,?
0.006981,0.000421,0.005915,0.000986,0.002464,0.000493,0.364235,0.271575,0.301147,0.125128,0,0.875893,1,none,?
0.005419,0.000329,0,0.002248,0,0.003372,0.387827,0.18492,0.378834,0.428704,0.285803,0.285803,1,none,?
0.003502,0.000377,0.001756,0.002634,0.001756,0.007023,0.241432,0.109742,0.546954,0.250202,0,0.625506,1,none,?
0.005873,0.000321,0.001176,0.002352,0.024105,0.003528,0.261629,0.269272,0.392738,0.333558,0.333558,0.333558,1,none,?
0.00972,0.000597,0.006771,0.006771,0.000713,0.00392,0.407344,0.193159,0.34676,0.181823,0.181823,0.63638,1,none,?
0.005973,0.000326,0,0.022714,0.012813,0.054164,0.240534,0.259753,0.375069,0.166874,0.166874,0.667497,1,none,?
0.012457,0.000264,0.014654,0.004559,0,0.00749,0.421371,0.232503,0.294048,0,0.249547,0,0.994323,none,?
0.00669,0.00053,0,0.014705,0.060045,0.030635,0.203417,0.166042,0.370073,0.375307,0.125102,0.250205,1,none,?
0.004387,0.000289,0.030179,0.017129,0,0.003263,0.477967,0.131319,0.269162,0.400649,0,0.600974,-0.767445,pU,?
0.003767,0.000241,0.005709,0.013321,0,0.001903,0.555695,0.089444,0.305442,0.749707,0,0,0.922189,none,?
0.004094,0.000572,0.004133,0.000827,0.004959,0.003306,0.211588,0.271097,0.438879,0.100066,0.200132,0.700461,1,none,?
0.001677,0.000258,0,0.031077,0,0.00565,0.466149,0.118656,0.313591,0,0,0.333732,0.999984,none,?
0.00055,0,0.00806,0.02418,0.03224,0.00806,0.26598,0.10478,0.53196,0,0,0,1,none,?
0.011679,0.000365,0.007946,0,0,0,0.19991,0.020493,0.080299,0,0,0,1,none,?
0.002785,0.000272,0,0.003472,0.038195,0,0.027778,0.012153,0.069446,0,0,0.666933,1,none,?
0.006054,0,0.107291,0.003133,0.001566,0.004699,0.325005,0.155063,0.301511,0,0,0,1,none,?
0.002951,0.002304,0,0.011327,0.014564,0.024273,0.281565,0.144019,0.493548,0,0,0.076908,1,none,?
0.005016,0.000389,0.000819,0.000819,0,0.000819,0.328429,0.26864,0.344809,0.428378,0,0.428378,1,none,?
0.005558,0.000214,0.00432,0.00216,0,0.00216,0.348481,0.140401,0.470882,0,0,1.000021,1,none,?
0.004578,0.000333,0,0.018724,0.01532,0.020426,0.259581,0.29022,0.3532,0.125115,0.500459,0.375344,1,none,?
0.006443,0.000422,0.001267,0.002535,0.005703,0,0.346631,0.255379,0.309877,0.400451,0.100113,0.100113,1,none,?
0.009439,0.002095,0,0.003072,0.144899,0.005632,0.192515,0.152579,0.429064,0,0.760975,0.086969,0.999997,none,?
0.007473,0.000572,0.007388,0.000672,0.002687,0.002687,0.357309,0.206863,0.338504,0.411699,0.411699,0.176443,1,none,?
0.005815,0.000436,0.002217,0.003696,0.001478,0.003696,0.51222,0.138957,0.301567,0.18743,0,0.18743,-0.912222,pU,?
0.002345,0.000544,0.005263,0.007017,0.003509,0.007017,0.243856,0.159647,0.503501,0.46181,0,0.500294,1,none,?
0.005074,0.000341,0.00254,0.00254,0.008467,0.005927,0.211678,0.231152,0.424203,0.29422,0.235376,0.470752,1,none,?
0.009378,0.002561,0.007667,0.001643,0,0.003286,0.261761,0.121571,0.353213,0.012424,0.037271,0.024848,1,none,?
0.005914,0.000176,0,0.021647,0.012988,0.025976,0.288333,0.112562,0.483152,0.546776,0.182259,0.182259,1,none,?
0.005584,0.213976,0.005236,0.002992,0,0.05086,0.241585,0.074046,0.549736,0.998107,0.000437,0.000655,1,none,?
0.00169,0.000076,0,0.040516,0,0.002132,0.238829,0.145003,0.526703,0,0.143713,0.718563,1,none,?
0.005448,0.000674,0.045105,0,0,0.001289,0.411099,0.153357,0.368571,0.727457,0.015155,0.075777,0.999999,none,?
0.012631,0.063146,0,0.004474,0.001398,0.002517,0.246095,0.101794,0.621389,0.001273,0.000318,0.998084,-0.999987,Um,?
0.003251,0.000191,0,0.046797,0.001088,0.002177,0.240513,0.141478,0.524558,0.210847,0,0.790677,1,none,?
0.003281,0.000197,0.01759,0.028415,0.001353,0.005412,0.33286,0.194845,0.378866,0.315641,0.052607,0.578676,1,none,?
0.006011,0.000354,0.006955,0.000773,0,0.003864,0.332301,0.11051,0.498452,0.212254,0.060644,0.727728,1,none,?
0.005324,0.000323,0.001781,0,0.007124,0,0.310782,0.268038,0.369554,0.133268,0.199902,0.633022,1,none,?
0.111301,0.087577,0.000129,0.000086,0,0.000343,0.015143,0.008623,0.956802,0.001119,0.099192,0.897452,0.994984,none,?
0.009167,0.000269,0,0.01066,0.001015,0.005076,0.287306,0.074111,0.197459,0.240359,0.04006,0.360538,1,none,?
0.004399,0.000347,0.001042,0,0,0,0.270803,0.145817,0.454116,0.393889,0.030299,0.333291,1,none,?
0.006024,0.001,0.003791,0.002274,0,0.023501,0.253207,0.121297,0.463959,0.129078,0.043026,0.301182,1,none,?
0.00373,0.000298,0.005083,0.053368,0.003812,0.011436,0.212201,0.203307,0.435838,0.233675,0.300439,0.300439,1,none,?
0.003717,0.000245,0,0,0.004842,0.001211,0.256642,0.21064,0.412805,0.422446,0.115212,0.345637,1,none,?
0.005629,0.000295,0.007712,0,0,0.010282,0.344463,0.187655,0.410443,0.454368,0.090874,0.302912,1,none,?
0.008745,0.000372,0,0.018395,0.005574,0.007804,0.287627,0.148273,0.329433,0.142769,0.071384,0.475896,1,none,?
0.007076,0.000207,0,0.009321,0.002663,0.007323,0.440067,0.142473,0.377486,0.374516,0.041613,0.540967,1,none,?
0.008995,0.00054,0.004516,0.000645,0,0.001936,0.484538,0.181299,0.289046,0.263262,0.368566,0.351015,1,none,?
0.006321,0.00046,0.002375,0.003959,0,0.011877,0.279502,0.118769,0.53525,0.179811,0.039958,0.419559,1,none,?
0.005802,0.000201,0.014586,0.001621,0,0.002431,0.349258,0.161258,0.436775,0.417429,0,0.2922,1,none,?
0.00252,0.000166,0,0.005337,0.007116,0.014232,0.222379,0.108521,0.558616,0.190131,0.047533,0.760522,1,none,?
0.003706,0.000253,0.004173,0,0.001391,0,0.208629,0.271218,0.477066,0.379391,0.03449,0.586332,1,none,?
0.00394,0.000183,0.002544,0,0.002544,0.012722,0.207363,0.269699,0.480878,0.091135,0.136702,0.774645,1,none,?
0.002196,0.000178,0.007027,0.014053,0.002342,0.011711,0.187377,0.117111,0.599607,0.332461,0.047494,0.617428,1,none,?
0.003088,0.000111,0,0,0.022542,0,0.209319,0.294657,0.417028,0.142869,0.071434,0.714343,1,none,?
0.006918,0.000357,0.024739,0.002999,0,0.001499,0.51053,0.147686,0.296872,0.363953,0.045494,0.295712,1,none,?
0.00254,0.000114,0,0.012218,0.002036,0.012218,0.364493,0.091632,0.492778,0.143371,0.143371,0.716854,1,none,?
0.007718,0.000223,0.001399,0.002098,0,0.002797,0.448954,0.194407,0.282519,0.665755,0.073973,0.221918,1,none,?
0.009302,0.000444,0.011164,0.000588,0.000588,0.001763,0.416,0.260294,0.242079,0.377155,0.114786,0.508339,0.999242,none,?
0.004209,0.000234,0.003437,0.041241,0,0.008019,0.544158,0.097376,0.237138,0.166546,0.083273,0.499637,1,none,?
0.009647,0.000261,0.00168,0.0028,0.00112,0.003359,0.394731,0.159012,0.374015,0.194259,0.249761,0.471771,1,none,?
0.015689,0.000964,0,0,0,0.001353,0.252707,0.088295,0.186739,0.131442,0.065721,0.423534,0.999989,none,?
0.006213,0.000294,0.001681,0,0.007564,0,0.300023,0.247078,0.400871,0.219212,0.146141,0.535851,1,none,?
0.005079,0.000337,0.005025,0.02412,0.00201,0.00804,0.526624,0.072361,0.296477,0.156871,0.039218,0.451005,1,none,?
0.008,0.000407,0.00395,0.001317,0,0.001317,0.368656,0.12113,0.468061,0.332934,0.19976,0.432814,1,none,?
0.010146,0.000316,0.000508,0.002033,0.001016,0.002541,0.531021,0.226128,0.187001,0.192192,0.422822,0.269069,1,none,?
0.00681,0.000292,0.003569,0.002855,0.009993,0.002141,0.336905,0.179159,0.27552,0.392464,0.05887,0.274725,1,none,?
0.00881,0.000382,0.011167,0.001675,0,0.001117,0.484103,0.188169,0.257407,0.227566,0.106198,0.27308,0.999999,none,?
0.004384,0.000242,0,0.016539,0.001272,0.020356,0.507618,0.108139,0.278617,0.512925,0.053992,0.404941,1,none,?
0.008663,0.000308,0.001122,0.002243,0.014021,0.002804,0.311264,0.26191,0.340427,0.381712,0.109061,0.345359,0.999999,none,?
0.004935,0.000225,0.00089,0.001781,0.008014,0.00089,0.322326,0.271573,0.333011,0.467167,0.066738,0.467167,1,none,?
0.008242,0.000348,0.002814,0.001125,0.018008,0.005065,0.297691,0.274619,0.349464,0.393471,0.166468,0.287536,1,none,?
0.00349,0.000259,0.001183,0,0.024852,0.004734,0.2284,0.266269,0.430765,0.303839,0.160856,0.518313,1,none,?
0.013155,0.001321,0.009797,0.0014,0,0.003499,0.453801,0.153949,0.217628,0.79752,0.015561,0.073917,0.999314,none,?
0.005421,0.000344,0,0.014359,0.027874,0.021116,0.277047,0.271979,0.337862,0.447154,0.059621,0.357723,1,none,?
0.006842,0.000332,0.025278,0.003083,0,0.004316,0.318751,0.181262,0.421713,0.114291,0.15715,0.400018,1,none,?
0.003288,0.000174,0,0.013958,0,0.006345,0.258866,0.119282,0.517733,0.162193,0.081097,0.729869,1,none,?
0.009522,0.00327,0.006858,0.000857,0,0.000429,0.494227,0.095588,0.219466,0.374271,0.016758,0.03631,1,none,?
0.004802,0.000323,0.033748,0.000734,0.001467,0.000734,0.398376,0.182681,0.360226,0.225035,0.025004,0.362557,1,none,?
0.02495,0.000162,0,0.001775,0.000444,0.000444,0.102944,0.036681,0.786425,0.341064,0.026236,0.629657,0.868948,none,?
0.003476,0.000228,0,0.24646,0.006602,0.0011,0.149636,0.12433,0.387294,0.346793,0,0.558722,1,none,?
0.00337,0.00023,0.006578,0.01206,0.001096,0.002193,0.537225,0.131565,0.282866,0.403481,0.087713,0.403481,1,none,?
0.002559,0.000244,0,0.008512,0.001419,0.012768,0.270957,0.148955,0.480913,0.290039,0.016113,0.435058,1,none,?
0.006387,0.00035,0,0.001232,0,0.001848,0.476246,0.133694,0.351178,0.39263,0.130877,0.464017,1,none,?
0.004271,0.000242,0.001896,0,0.003792,0.002844,0.235096,0.255951,0.404782,0.298649,0.210811,0.386487,1,none,?
0.009499,0.000498,0,0.001782,0,0.003563,0.436505,0.185292,0.322924,0.247582,0.433269,0.274109,1,none,?
0.00903,0.000307,0.00092,0.002299,0.001379,0.004138,0.502547,0.168282,0.265757,0.249735,0.416224,0.249735,1,none,?
0.004215,0.000135,0.009873,0,0.002962,0.007898,0.177706,0.187578,0.524232,0.156457,0.156457,0.657118,1,none,?
0.004261,0.000137,0.001792,0.00448,0.003584,0.00448,0.241027,0.33242,0.375428,0.388008,0.05543,0.526583,1,none,?
